INCIDENT_NUMBER,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,DAY_OF_WEEK,HOUR,Lat,Long
242007122,,AFFRAY,D14,Friday   ,22,42.35115387605212,-71.11703179469741
252022484,,INVESTIGATE PERSON,C6,Saturday ,0,42.337159944010885,-71.04540523521047
242007116,,THREATS TO DO BODILY HARM,D4,Friday   ,21,42.33632385515941,-71.07956046951838
242006921,,PROPERTY - LOST/ MISSING,C6,Friday   ,0,42.34128750439044,-71.05467932649397
242007094,,SICK/INJURED/MEDICAL - PERSON,B3,Friday   ,20,42.26993218262005,-71.09750969044548
242064237,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,Saturday ,2,42.35988372230728,-71.06016189113743
262018925,,VERBAL DISPUTE,B3,Friday   ,0,42.29837812114172,-71.0781459205263
252022179,,SICK ASSIST,A7,Friday   ,2,42.37495128604814,-71.03587933899138
242061685,,LARCENY THEFT OF BICYCLE,D14,Thursday ,0,42.34905600030505,-71.15049849975023
242061758,,ASSAULT - SIMPLE,B3,Friday   ,2,42.274909735730525,-71.08944957177643
242061627,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,Wednesday,20,42.29755532959654,-71.05970910242573
242061690,,VERBAL DISPUTE,E5,Thursday ,20,42.29277796540324,-71.16989709396327
232101524,,VANDALISM,B2,Wednesday,20,42.32866283555609,-71.08563401183545
242065375,,INVESTIGATE PERSON,A1,Tuesday  ,22,42.36454403954076,-71.05369185878722
232101743,,LARCENY THEFT FROM BUILDING,C11,Thursday ,20,42.30470399216786,-71.05908258402557
232101717,,ASSAULT - AGGRAVATED,D14,Thursday ,19,42.35723030300796,-71.15321997958604
232101781,,LARCENY ALL OTHERS,A1,Friday   ,0,42.358322989438,-71.06278435689953
252046255,,INVESTIGATE PERSON,C11,Sunday   ,22,42.29755532959654,-71.05970910242573
242062115,,ASSAULT - AGGRAVATED,E13,Saturday ,2,42.31392896668223,-71.10288161787085
242061522,,FRAUD - FALSE PRETENSE / SCHEME,C6,Wednesday,0,42.34128750439044,-71.05467932649397
242061741,,SICK ASSIST - DRUG RELATED ILLNESS,D4,Thursday ,23,42.350378699776456,-71.07626098382806
242061697,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",E13,Thursday ,20,42.31382662990479,-71.09903192173651
242061705,,LICENSE PREMISE VIOLATION,D4,Thursday ,22,42.34236157837844,-71.07024069263285
242061696,,ASSAULT - SIMPLE,C11,Thursday ,20,42.284665680941735,-71.06602187804724
242061730,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,Thursday ,21,42.35426247072012,-71.05883334162647
242061590,,VERBAL DISPUTE,E5,Thursday ,0,42.25577652974293,-71.14547503383477
242061678,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,Tuesday  ,0,42.33954198983015,-71.06940876967543
242089456,,SICK ASSIST,A1,Monday   ,0,42.361481629441805,-71.05719146219977
242061631,,ASSAULT - AGGRAVATED,B2,Thursday ,18,42.31940815510608,-71.08140504548521
242062043,,SICK ASSIST,D4,Friday   ,19,42.3475997136591,-71.10139658398035
232102391,,SICK ASSIST,E18,Saturday ,23,42.26194848155655,-71.1097161253539
232101547,,VANDALISM,D4,Wednesday,22,42.33562126153903,-71.07582360570268
232101623,,M/V ACCIDENT - OTHER,B2,Sunday   ,21,42.32047753392141,-71.07273672689453
232101556,,VANDALISM,B3,Wednesday,20,42.30007731353582,-71.07990163975134
232101783,,SICK ASSIST,B3,Friday   ,1,42.2877289928253,-71.09375248731389
232101715,,SICK ASSIST,B3,Thursday ,19,42.28187060713828,-71.08751151911808
232101741,,SUDDEN DEATH,E18,Thursday ,21,42.25127804134583,-71.12019402144661
232101710,,LARCENY THEFT FROM BUILDING,C11,Thursday ,19,42.305044714488446,-71.06857870501278
232101571,,FORGERY / COUNTERFEITING,A7,Thursday ,0,42.381325051436406,-71.02804009577999
242062049,,SICK ASSIST,A1,Friday   ,20,42.35943185718256,-71.06326176472272
242061815,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,Monday   ,19,42.33954198983015,-71.06940876967543
242063205,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,Tuesday  ,18,42.28265603684102,-71.07374541091508
242063219,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,Tuesday  ,18,42.33253099646655,-71.07212999450378
232102102,,SICK ASSIST,A1,Friday   ,21,42.353260100175866,-71.0628321613318
232102081,,MISSING PERSON - LOCATED,B3,Friday   ,0,42.28482576580487,-71.09137368938802
252021550,,ASSAULT - AGGRAVATED,A1,Tuesday  ,22,42.36496663272538,-71.06157973765418
242081403,,LANDLORD - TENANT,E13,Monday   ,18,42.3110858943477,-71.12121892526228
242104561,,VERBAL DISPUTE,C11,Wednesday,22,42.30565516574209,-71.06472788054577
242104515,,ASSAULT - AGGRAVATED,C11,Wednesday,18,42.29524856741239,-71.07108773027319
242103970,,VANDALISM,B3,Monday   ,18,42.27195474389142,-71.0785009429336
242103189,,VERBAL DISPUTE,E18,Friday   ,19,42.27024203659001,-71.1068700332804
242061673,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,Thursday ,19,42.33759774146244,-71.05089009787403
232101718,,INVESTIGATE PERSON,D4,Thursday ,20,42.34862381555496,-71.08277637086411
232099644,,LARCENY THEFT FROM BUILDING,D4,Thursday ,19,42.34020387362647,-71.07645111113312
232101686,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,Thursday ,0,42.28482576580487,-71.09137368938802
232101711,,ASSAULT - SIMPLE,A1,Thursday ,19,42.364651467055,-71.05552114930019
242061987,,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,Friday   ,18,42.309718567672725,-71.10429431787648
242062001,,M/V ACCIDENT - PROPERTY DAMAGE,B2,Friday   ,18,42.31865102227677,-71.08162344281082
242062108,,LARCENY THEFT FROM BUILDING,A7,Saturday ,1,42.37129529532272,-71.04342377050337
242052309,,ASSAULT - AGGRAVATED,D4,Wednesday,1,42.33954198983015,-71.06940876967543
242062063,,SICK ASSIST - DRUG RELATED ILLNESS,C6,Friday   ,19,42.33260397616708,-71.07202405807425
242062103,,INVESTIGATE PROPERTY,D4,Saturday ,0,42.33954198983015,-71.06940876967543
232101646,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,Thursday ,0,42.381325051436406,-71.02804009577999
232101779,,LARCENY THEFT FROM BUILDING,C11,Friday   ,1,42.278399201130526,-71.06636305093119
232101739,,SICK ASSIST,A1,Thursday ,20,42.36505454074105,-71.06211782314072
252017996,,ASSAULT - SIMPLE,B2,Friday   ,2,42.31801549383282,-71.07391772742366
242102657,,VERBAL DISPUTE,C11,Wednesday,22,42.31417606868413,-71.05850297659539
242102555,,INVESTIGATE PERSON,E5,Saturday ,0,42.287093552591074,-71.14822128377165
242061903,,PROPERTY - LOST/ MISSING,B3,Friday   ,0,42.28482576580487,-71.09137368938802
242062076,,ASSAULT - SIMPLE,C11,Friday   ,22,42.30404525080868,-71.05704706084002
252012316,,SICK ASSIST,B3,Friday   ,22,42.27277290393408,-71.07725240654449
242102977,,VERBAL DISPUTE,C11,Friday   ,0,42.29581546060901,-71.06884734461791
242103609,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,D14,Saturday ,23,42.34905600030505,-71.15049849975023
242103706,,VANDALISM,B2,Sunday   ,21,42.31054544473485,-71.08179328308294
242103694,,VERBAL DISPUTE,D14,Sunday   ,0,42.3529353599637,-71.14050051569754
242103665,,VERBAL DISPUTE,E5,Sunday   ,18,42.28611665419708,-71.14114398668039
242103670,,VERBAL DISPUTE,E13,Sunday   ,19,42.32624203616945,-71.10317574747674
242103675,,INVESTIGATE PERSON,B3,Sunday   ,19,42.30154554739628,-71.08118183666956
242103727,,VERBAL DISPUTE,C11,Monday   ,0,42.27419144624656,-71.07003667659855
252060048,,ASSAULT - SIMPLE,C11,Thursday ,1,42.30658654910031,-71.06747888902795
242102314,,VERBAL DISPUTE,C11,Tuesday  ,20,42.29755532959654,-71.05970910242573
252070751,,ASSAULT - SIMPLE,B3,Tuesday  ,0,42.268714412421,-71.09221138572715
242102342,,THREATS TO DO BODILY HARM,C6,Tuesday  ,22,42.32779674180004,-71.05435602122697
242102297,,VERBAL DISPUTE,B2,Tuesday  ,18,42.32832263456478,-71.07861090651446
242102276,,FRAUD - FALSE PRETENSE / SCHEME,D14,Tuesday  ,0,42.34905600030505,-71.15049849975023
232097557,,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,Thursday ,18,42.2544451013686,-71.12242760732049
232097793,,SICK ASSIST,E13,Friday   ,18,42.32277007339505,-71.10445457696423
242102368,,VERBAL DISPUTE,B2,Wednesday,2,42.32746198071546,-71.0985252669423
242102301,,VERBAL DISPUTE,B2,Tuesday  ,18,42.30936380087263,-71.08416777254996
242102278,,HARASSMENT/ CRIMINAL HARASSMENT,D4,Monday   ,0,42.33954198983015,-71.06940876967543
242102291,,ASSAULT - SIMPLE,B2,Tuesday  ,18,42.334457610239006,-71.0880610022271
252042450,,INVESTIGATE PERSON,B2,Tuesday  ,18,42.30876959076715,-71.07460716752107
242102345,,INVESTIGATE PERSON,B2,Tuesday  ,22,42.31052866209246,-71.08671835222847
242102529,,ASSAULT - SIMPLE,E5,Tuesday  ,18,42.287093552591074,-71.14822128377165
242102520,,ASSAULT - SIMPLE,B2,Wednesday,0,42.3286303446186,-71.08376535901427
232098114,,LARCENY THEFT FROM BUILDING,D14,Saturday ,18,42.34905600030505,-71.15049849975023
232098097,,MISSING PERSON - LOCATED,E18,Saturday ,18,42.25398212958687,-71.11547745092568
242102600,,ASSAULT - SIMPLE,E18,Wednesday,19,42.28765100374686,-71.10666703758488
242102986,,VERBAL DISPUTE,D14,Friday   ,1,42.35501393570126,-71.15969591818359
242104230,,VERBAL DISPUTE,A15,Tuesday  ,18,42.37765120938602,-71.06007636049162
242052243,,HARASSMENT/ CRIMINAL HARASSMENT,A7,Sunday   ,23,42.38093345419427,-71.04023928671008
252056530,,ASSAULT - SIMPLE,D14,Sunday   ,0,42.355154045091126,-71.13363462830687
242102624,,VERBAL DISPUTE,B2,Wednesday,20,42.33857000032452,-71.10670681008864
232098110,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,Saturday ,18,42.33523403444787,-71.07670602900356
242001406,,INVESTIGATE PERSON,B2,Friday   ,18,42.31484521644106,-71.07738942514551
242102928,,VERBAL DISPUTE,B2,Thursday ,19,42.32066146475962,-71.07067866730458
242104304,,INVESTIGATE PERSON,D4,Wednesday,1,42.340558844073534,-71.07022770536241
252069721,,AFFRAY,C6,Saturday ,0,42.35275616772715,-71.04748127479294
232098132,,VANDALISM,B3,Saturday ,19,42.269947316177856,-71.09380307519207
242104286,,VERBAL DISPUTE,E18,Tuesday  ,21,42.28746286693306,-71.11847944371156
242104208,,INVESTIGATE PERSON,E13,Tuesday  ,18,42.309718567672725,-71.10429431787648
242061539,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,Thursday ,0,42.28482576580487,-71.09137368938802
242104582,,ASSAULT - SIMPLE,D14,Thursday ,2,42.35043272635985,-71.12710479628086
242103980,,VERBAL DISPUTE,B2,Monday   ,18,42.31024898816519,-71.09183930120498
242061937,,LARCENY SHOPLIFTING,D4,Friday   ,1,42.34840576247316,-71.08688338740227
242103710,,VERBAL DISPUTE,E18,Sunday   ,22,42.27942403833028,-71.1167060491721
242103703,,INVESTIGATE PERSON,E18,Sunday   ,21,42.23727444279808,-71.12624263084322
242103679,,ASSAULT - SIMPLE,E13,Sunday   ,19,42.32283758702995,-71.10096722512631
242103721,,VERBAL DISPUTE,C11,Sunday   ,23,42.30095487881107,-71.06537601413638
242103708,,INVESTIGATE PERSON,C11,Sunday   ,21,42.30030818763236,-71.07206425150255
242062091,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,Friday   ,23,42.32094900115837,-71.08024801513432
242103945,,VERBAL DISPUTE,B2,Monday   ,18,42.30942146984607,-71.07460029011446
242103715,,SICK ASSIST,D14,Sunday   ,21,42.36053147482125,-71.13644288576312
242102981,,ASSAULT - SIMPLE,A15,Friday   ,1,42.37808451550943,-71.05784115461734
242102944,,INVESTIGATE PERSON,B2,Thursday ,20,42.30649282980647,-71.08180676829282
242102953,,VERBAL DISPUTE,C11,Thursday ,21,42.31417606868413,-71.05850297659539
242104005,,VERBAL DISPUTE,B3,Monday   ,21,42.27197864739201,-71.07096727781546
242104032,,THREATS TO DO BODILY HARM,A7,Tuesday  ,0,42.37949493931652,-71.03068540190111
242103954,,VERBAL DISPUTE,B2,Monday   ,18,42.31587739576608,-71.08510889142046
242102330,,VERBAL DISPUTE,C11,Tuesday  ,20,42.31013569338284,-71.07029309795223
242102631,,VERBAL DISPUTE,B2,Wednesday,20,42.31904705348386,-71.09399992238706
252083877,,ROBBERY,A1,Sunday   ,2,42.36394508860797,-71.05942841351614
232098162,,VERBAL DISPUTE,B3,Saturday ,20,42.29214899431079,-71.08892194782763
242062010,,HARASSMENT/ CRIMINAL HARASSMENT,D14,Friday   ,2,42.35034269234086,-71.13038206644046
242103463,,INVESTIGATE PERSON,B2,Saturday ,21,42.31109465980699,-71.09238462638706
242103098,,VERBAL DISPUTE,D14,Friday   ,1,42.35548406547104,-71.13741814081152
242062099,,SICK ASSIST,C6,Saturday ,0,42.334716844085925,-71.03867801248049
242062092,,ASSAULT - SIMPLE,D14,Friday   ,23,42.35404287932104,-71.15042214619602
242102617,,VERBAL DISPUTE,A7,Wednesday,20,42.37949493931652,-71.03068540190111
242102440,,THREATS TO DO BODILY HARM,A7,Friday   ,20,42.381325051436406,-71.02804009577999
242102677,,VANDALISM,D4,Thursday ,0,42.34376458213395,-71.08866865414066
242063840,,THREATS TO DO BODILY HARM,A15,Thursday ,19,42.37771478753425,-71.05892710403823
242063781,,MISSING PERSON - LOCATED,D14,Sunday   ,22,42.34905600030505,-71.15049849975023
242102645,,ASSAULT - SIMPLE,A7,Wednesday,21,42.38197360311821,-71.03768921868063
242063861,,THREATS TO DO BODILY HARM,B3,Thursday ,19,42.27237694365535,-71.07524223900957
242056535,,INVESTIGATE PERSON,A15,Wednesday,1,42.37685199487685,-71.06887254497263
242063619,,M/V - LEAVING SCENE - PERSONAL INJURY,D4,Wednesday,23,42.33961847541719,-71.08285580331425
242063917,,TOWED MOTOR VEHICLE,A15,Thursday ,18,42.3738005624423,-71.062903517661
242063912,,SICK ASSIST,A1,Thursday ,23,42.358861990537264,-71.05680998691555
242063851,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,B2,Thursday ,18,42.32974820479164,-71.08454011649543
242063924,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,Friday   ,1,42.32696647136388,-71.06198606584843
242103486,,VERBAL DISPUTE,E5,Sunday   ,0,42.291472390903735,-71.13721330954486
242103432,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,Saturday ,19,42.27127755246927,-71.1011208181394
242103010,,INVESTIGATE PERSON,E5,Tuesday  ,0,42.287093552591074,-71.14822128377165
242103214,,VERBAL DISPUTE,E5,Friday   ,21,42.291472390903735,-71.13721330954486
242063859,,VANDALISM,B3,Thursday ,19,42.26909850962396,-71.0936145778819
242044679,,HARASSMENT/ CRIMINAL HARASSMENT,C11,Friday   ,0,42.29755532959654,-71.05970910242573
242103254,,ASSAULT - SIMPLE,E5,Saturday ,1,42.25661384579253,-71.14449036495965
242103203,,INVESTIGATE PERSON,B3,Friday   ,20,42.30450829474744,-71.08075871058149
242103480,,INVESTIGATE PERSON,C11,Saturday ,23,42.31297184908252,-71.04955601141597
242103217,,VERBAL DISPUTE,C11,Friday   ,21,42.27233361860308,-71.06434982115987
242103163,,VERBAL DISPUTE,B2,Friday   ,18,42.3064532934574,-71.08453412902425
242103206,,VERBAL DISPUTE,B3,Friday   ,21,42.28351000082392,-71.0918110095984
242103997,,ASSAULT - SIMPLE,C11,Monday   ,19,42.27180888618231,-71.06792635741785
242104000,,ROBBERY,C11,Monday   ,20,42.30638322801942,-71.06021217719662
242101780,,ASSAULT - AGGRAVATED,C11,Sunday   ,21,42.3002716639054,-71.06838948583997
242102045,,VERBAL DISPUTE,B3,Monday   ,19,42.29397405372629,-71.07470900597136
242101792,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,Sunday   ,23,42.30985924299497,-71.06433640523727
242103726,,VERBAL DISPUTE,C6,Sunday   ,23,42.33159837022135,-71.05159631279159
232097854,,MISSING PERSON - LOCATED,B3,Friday   ,19,42.29944215455068,-71.08489748232857
242062068,,VERBAL DISPUTE,A7,Friday   ,20,42.37724638479816,-71.0325970804128
242102936,,INVESTIGATE PERSON,C11,Thursday ,20,42.31536932055816,-71.06577411830222
242102991,,VERBAL DISPUTE,B2,Friday   ,0,42.31368924628507,-71.07427079597184
242102924,,INVESTIGATE PERSON,C11,Thursday ,19,42.3193530473545,-71.05592602068438
242102976,,BURGLARY - RESIDENTIAL,C11,Friday   ,0,42.30830767425114,-71.0654075122093
232098133,,LARCENY SHOPLIFTING,D4,Saturday ,20,42.35095908794595,-71.07412780075079
232098135,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,Saturday ,19,42.270749991817375,-71.11920098437778
232098045,,INVESTIGATE PROPERTY,C11,Tuesday  ,21,42.29755532959654,-71.05970910242573
232098181,,SUDDEN DEATH,D4,Saturday ,20,42.34194788197854,-71.08362478621633
252082427,,ASSAULT - SIMPLE,E5,Tuesday  ,18,42.28020819435313,-71.17087959378422
232098173,,INVESTIGATE PROPERTY,B3,Saturday ,22,42.28816790811894,-71.08760717985115
242013019,,TOWED MOTOR VEHICLE,C6,Friday   ,19,42.33224640567788,-71.03829917625265
242012947,,SICK ASSIST,B2,Thursday ,22,42.31638499665711,-71.0829579542235
242052275,,LANDLORD - TENANT,B2,Tuesday  ,21,42.31508518034224,-71.08508813271443
242013277,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,Saturday ,20,42.285879015328725,-71.08975197313259
242063685,,PROPERTY - LOST/ MISSING,A7,Saturday ,0,42.381325051436406,-71.02804009577999
242063826,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,Tuesday  ,18,42.34905600030505,-71.15049849975023
242063885,,AUTO THEFT,D4,Thursday ,21,42.337650925962905,-71.07215566670043
242063835,,VERBAL DISPUTE,D14,Thursday ,18,42.341939332734015,-71.14324903877099
242010151,,SICK ASSIST,A1,Tuesday  ,19,42.351154328849766,-71.06547895359635
242105208,,INVESTIGATE PERSON,B3,Saturday ,1,42.28482576580487,-71.09137368938802
242010271,,AUTO THEFT,C6,Sunday   ,0,42.34128750439044,-71.05467932649397
242052084,,PROPERTY - LOST/ MISSING,C6,Sunday   ,0,42.34128750439044,-71.05467932649397
242103238,,VERBAL DISPUTE,B2,Friday   ,23,42.31676691007348,-71.07714053853037
242103174,,VERBAL DISPUTE,E18,Friday   ,18,42.26983458121419,-71.10003437244237
242103167,,VERBAL DISPUTE,B2,Friday   ,18,42.31547979420597,-71.09126998007912
242103487,,ASSAULT - SIMPLE,A1,Sunday   ,0,42.35961316059378,-71.05195808971176
242103454,,VERBAL DISPUTE,E18,Saturday ,20,42.26290907557025,-71.10865019127705
242103193,,ASSAULT - SIMPLE,B2,Friday   ,19,42.32424068948841,-71.07761916640617
232011378,,FIRE REPORT,B3,Saturday ,18,42.28079658122842,-71.09039723562948
242103209,,ASSAULT - SIMPLE,D4,Friday   ,18,42.34044965561715,-71.08845934677487
242103212,,INVESTIGATE PERSON,B3,Friday   ,21,42.28079658122842,-71.09039723562948
242103488,,INVESTIGATE PROPERTY,A1,Saturday ,23,42.365516156684905,-71.05665163918248
242103426,,ASSAULT - SIMPLE,B2,Saturday ,18,42.32126854446074,-71.06697280385933
242104017,,ASSAULT - SIMPLE,E5,Monday   ,23,42.262049160023565,-71.156358178569
242103947,,HARASSMENT/ CRIMINAL HARASSMENT,A7,Monday   ,18,42.370047443272206,-71.03610950950927
242103484,,VERBAL DISPUTE,B3,Sunday   ,0,42.27270020867443,-71.09971518102843
242103447,,ASSAULT - AGGRAVATED,B3,Saturday ,20,42.281996337754535,-71.08661102734541
242103242,,VERBAL DISPUTE,D4,Saturday ,0,42.33903373360639,-71.07997272496458
242103455,,ASSAULT - AGGRAVATED,C11,Saturday ,21,42.29755532959654,-71.05970910242573
242103263,,ASSAULT - SIMPLE,A7,Saturday ,2,42.376226875825175,-71.03439728197216
232098146,,SICK ASSIST,D14,Saturday ,0,42.351792105958566,-71.13023989001286
232098165,,MISSING PERSON - LOCATED,B2,Saturday ,20,42.33452183568924,-71.10774628384328
252107205,,SICK ASSIST,B2,Saturday ,18,42.31195474564683,-71.07871912007954
242013073,,M/V ACCIDENT - PROPERTY DAMAGE,C11,Friday   ,23,42.278399201130526,-71.06636305093119
242030039,,ROBBERY,A1,Sunday   ,18,42.35512339036803,-71.06087979851635
242013347,,INVESTIGATE PROPERTY,E13,Sunday   ,2,42.309718567672725,-71.10429431787648
232098155,,SICK ASSIST,D4,Saturday ,0,42.34613086531005,-71.08094438512177
232098191,,ROBBERY,A1,Saturday ,23,42.35721566830635,-71.04995105452366
242052254,,ROBBERY,E13,Tuesday  ,20,42.32283758702995,-71.10096722512631
242013346,,SICK ASSIST,A1,Sunday   ,1,42.34942864142448,-71.06536641197421
242052276,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D14,Tuesday  ,21,42.35342608394126,-71.1350838340587
242013094,,INVESTIGATE PROPERTY,B2,Saturday ,0,42.31195474564683,-71.07871912007954
242069810,,THREATS TO DO BODILY HARM,B3,Saturday ,20,42.28482576580487,-71.09137368938802
242052217,,INVESTIGATE PROPERTY,B3,Tuesday  ,19,42.28482576580487,-71.09137368938802
262019540,,VERBAL DISPUTE,A1,Sunday   ,21,42.36293610909293,-71.0525379472723
242010785,,AUTO THEFT,D14,Friday   ,1,42.34905600030505,-71.15049849975023
242010771,,VERBAL DISPUTE,D4,Thursday ,23,42.346016131284586,-71.09381210277057
242104888,,THREATS TO DO BODILY HARM,B3,Friday   ,0,42.28215720713394,-71.07993279712518
242104878,,ASSAULT - AGGRAVATED,B2,Friday   ,0,42.315983787793215,-71.07385464005843
242104855,,ASSAULT - AGGRAVATED,B2,Thursday ,22,42.31636872568944,-71.09396544366773
242010472,,SICK ASSIST,A1,Wednesday,20,42.355463016268985,-71.06053595819145
242105013,,VERBAL DISPUTE,B3,Friday   ,0,42.30040779592412,-71.0764797427253
242083013,,ROBBERY,C6,Saturday ,19,42.32696647136388,-71.06198606584843
242104859,,VERBAL DISPUTE,D4,Thursday ,22,42.34028573722205,-71.07145448799103
242105434,,VERBAL DISPUTE,C11,Saturday ,22,42.310393582634376,-71.06399382474898
242010415,,FRAUD - FALSE PRETENSE / SCHEME,B3,Wednesday,18,42.28482576580487,-71.09137368938802
242009894,,LANDLORD - TENANT,C11,Tuesday  ,0,42.30638322801942,-71.06021217719662
242010048,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,Monday   ,20,42.287093552591074,-71.14822128377165
242108920,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,E13,Friday   ,19,42.32487749922206,-71.10316435225424
242013267,,INVESTIGATE PERSON,B2,Saturday ,19,42.338252003499385,-71.10613797574442
242068905,,THREATS TO DO BODILY HARM,A1,Wednesday,22,42.35311006430541,-71.06432263569027
242104824,,INVESTIGATE PERSON,C6,Thursday ,20,42.330466106440376,-71.04513271450739
242013152,,PROPERTY - LOST/ MISSING,D14,Friday   ,0,42.34905600030505,-71.15049849975023
242081609,,AUTO THEFT,B2,Monday   ,0,42.32866283555609,-71.08563401183545
242105182,,VERBAL DISPUTE,D14,Friday   ,23,42.35043272635985,-71.12710479628086
242104991,,THREATS TO DO BODILY HARM,C11,Thursday ,18,42.29755532959654,-71.05970910242573
242013098,,M/V ACCIDENT - PROPERTY DAMAGE,A1,Saturday ,2,42.34942864142448,-71.06536641197421
242105138,,INVESTIGATE PERSON,D14,Friday   ,19,42.36120198734193,-71.13848827208467
242105209,,VERBAL DISPUTE,B2,Saturday ,0,42.31676691007348,-71.07714053853037
252095292,,VERBAL DISPUTE,C6,Sunday   ,19,42.35451780287692,-71.04474252660529
242105712,,VERBAL DISPUTE,B2,Sunday   ,23,42.333381999832405,-71.08745421330494
242013327,,TOWED MOTOR VEHICLE,A1,Sunday   ,1,42.35106637179274,-71.06549569082702
242013192,,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,Thursday ,19,42.31408460576777,-71.11627929433895
242013287,,VAL - OPERATING AFTER REV/SUSP.,A7,Saturday ,21,42.36893999280712,-71.03988402306645
242013315,,INVESTIGATE PERSON,D14,Saturday ,23,42.35874201010568,-71.13310000770218
252056263,,SICK ASSIST,B2,Saturday ,1,42.33538443957382,-71.10677964872764
242015428,,EXTORTION OR BLACKMAIL,E13,Friday   ,23,42.309718567672725,-71.10429431787648
242104883,,VERBAL DISPUTE,B3,Friday   ,1,42.2779146459967,-71.09452936620902
242104809,,DEATH INVESTIGATION,D4,Thursday ,18,42.34394268686751,-71.06404857854785
242063397,,INVESTIGATE PERSON,D4,Tuesday  ,0,42.33954198983015,-71.06940876967543
242063620,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,Thursday ,0,42.28252537334375,-71.07977256275397
242062959,,VANDALISM,E13,Sunday   ,21,42.31451478938523,-71.0947082029948
242104535,,ASSAULT - SIMPLE,B2,Wednesday,20,42.320228816870845,-71.06307062900677
242104830,,ASSAULT - SIMPLE,C11,Thursday ,20,42.306451482725,-71.07730382339871
242015367,,ASSAULT - SIMPLE,B3,Saturday ,19,42.276837542479605,-71.09526440075749
242104832,,SICK ASSIST,B3,Thursday ,20,42.292100018134015,-71.0763476127508
242104821,,PROPERTY - LOST/ MISSING,A7,Thursday ,20,42.369081194854985,-71.04021570936975
242104875,,INVESTIGATE PERSON,E13,Thursday ,23,42.29697912496367,-71.11561599215624
242105721,,VERBAL DISPUTE,D14,Monday   ,2,42.35107111020909,-71.12570165511721
242062027,,INVESTIGATE PERSON,A1,Friday   ,18,42.36562539452665,-71.0672585272321
242105114,,INVESTIGATE PERSON,C6,Friday   ,18,42.32557398190772,-71.05248129593957
242105203,,VERBAL DISPUTE,C6,Saturday ,1,42.35348228783054,-71.04814060629654
242105125,,SICK ASSIST,A7,Friday   ,18,42.38878406887637,-71.0051453092284
242105137,,VERBAL DISPUTE,C6,Friday   ,19,42.337915540638114,-71.05645477625008
242105431,,ROBBERY,B2,Saturday ,21,42.31332152866303,-71.07591511383562
242105448,,VERBAL DISPUTE,B2,Saturday ,23,42.30978746396174,-71.08503095846625
242104455,,ASSAULT - AGGRAVATED,A7,Wednesday,0,42.39214602839011,-71.0089392217843
242105202,,INVESTIGATE PROPERTY,B3,Saturday ,1,42.28338794911048,-71.09639405755131
242105425,,VERBAL DISPUTE,E18,Saturday ,21,42.25189440407388,-71.12535309960198
242105222,,VERBAL DISPUTE,B2,Friday   ,23,42.318522948721046,-71.06865845549133
242105384,,ASSAULT - SIMPLE,D14,Saturday ,18,42.35525669964096,-71.17152830880674
242105274,,ASSAULT - AGGRAVATED,A7,Saturday ,20,42.381325051436406,-71.02804009577999
242105656,,ASSAULT - SIMPLE,A1,Sunday   ,18,42.36600841852201,-71.06403504206288
242105601,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,Sunday   ,0,42.31252545917667,-71.07389321078627
252030497,,VANDALISM,C6,Friday   ,20,42.33552596151437,-71.04156902170445
242104834,,ASSAULT - AGGRAVATED,D4,Thursday ,21,42.34289850082778,-71.07880000122785
